Gene ID,Control_16hpi_rep1,Control_16hpi_rep2,Control_16hpi_rep3,_AP2-MRPKO_16hpi_rep1,_AP2-MRPKO_16hpi_rep2,_AP2-MRPKO_16hpi_rep3,Control_40hpi_rep1,Control_40hpi_rep2,Control_40hpi_rep3,_AP2-MRPKO_40hpi_rep1,_AP2-MRPKO_40hpi_rep2,_AP2-MRPKO_40hpi_rep3
PF3D7_1302600,1277,834,1130,890,858,957,640,762,975,906,1008,835
PF3D7_0709050,1,0,1,0,0,2,5,2,3,12,7,15
PF3D7_0900500,54,56,38,13,7,20,0,0,1,0,0,1
PF3D7_0400900,141,128,142,29,20,24,0,1,1,2,4,1
PF3D7_1422100,37,25,44,42,32,42,1062,1223,1203,2552,2718,2522
PF3D7_1411900,2423,1785,2202,2264,2242,2294,664,1160,1419,424,444,366
PF3D7_1333900,13,11,16,13,8,7,180,257,250,613,612,580
PF3D7_1133100,4837,3502,4435,3820,3627,4410,1742,2118,2812,2769,2933,2253
PF3D7_0936200,1484,1223,1460,850,865,1038,246,231,279,850,892,682
PF3D7_0405100,1320,867,1108,1448,1344,1458,9983,9595,11780,18657,20913,17630
PF3D7_0919700,232,176,244,99,99,96,53,80,103,374,323,340
PF3D7_1000100,516,357,401,1492,1357,1459,478,690,750,945,986,650
PF3D7_0109600,186,170,169,129,129,170,94,81,122,467,386,440
PF3D7_0315400,100,70,74,31,46,34,243,286,341,801,674,818
PF3D7_1150100,0,0,0,0,0,0,0,1,1,1,1,0
PF3D7_0311700,13,10,26,21,17,16,133,111,133,450,490,391
PF3D7_0629500,904,564,828,555,565,602,4671,5669,6664,1286,1146,1128
PF3D7_0502200,137,84,123,94,75,60,331,411,546,685,727,611
PF3D7_1242900,58,35,44,19,29,20,419,485,505,1050,984,937
PF3D7_0414300,358,265,320,216,187,162,80,132,163,478,489,448
PF3D7_0631500,11,8,4,15,9,13,2,2,3,1,2,0
PF3D7_1119400,653,454,594,563,560,577,2630,3048,3663,4661,4969,4314
PF3D7_0721000,1826,1308,1706,1394,1226,1455,5923,5496,6608,8580,8988,7497
PF3D7_0221800,0,0,0,1,3,2,1,0,1,2,1,0
PF3D7_0415100,173,128,141,202,211,163,15,33,34,92,68,63
PF3D7_1144500,555,448,437,461,415,444,115,114,163,595,573,474
PF3D7_1369400,123,82,130,86,109,72,155,187,205,667,656,556
PF3D7_0409700,61,61,57,23,27,24,745,553,761,810,813,725
PF3D7_0623400,2,3,0,8,9,7,79,79,83,550,551,478
PF3D7_1134400,39,35,34,20,25,24,230,218,294,1225,1134,1036
PF3D7_1127900,224,191,217,185,177,217,2981,2826,3960,993,1054,931
PF3D7_0832300,1,0,1,0,0,0,2,1,0,13,10,7
PF3D7_1218800,26,18,21,14,17,22,126,147,131,342,392,417
PF3D7_0506300,26,23,25,9,11,10,205,339,356,925,805,758
PF3D7_1307200,400,291,345,288,304,323,489,643,680,1624,1613,1426
PF3D7_1246500,132,109,139,134,108,112,109,143,178,805,861,761
PF3D7_1354600,255,191,210,123,159,136,37,108,162,225,250,208
PF3D7_0931500,63,56,54,34,47,41,650,514,531,539,459,565
PF3D7_1349700,52,16,48,38,24,30,919,1081,1201,1292,1380,1278
PF3D7_1239700,925,725,915,390,287,421,3400,3225,3847,7859,7611,6888
PF3D7_0423600,3496,2629,3074,2589,2517,2558,4302,4363,5895,6038,6098,5036
PF3D7_0711400,262,178,224,163,160,184,856,775,954,3135,2990,2628
PF3D7_0423900,62,39,45,58,61,60,2693,2110,3201,245,242,235
PF3D7_1244200,1231,797,950,697,698,727,549,697,817,1690,1810,1427
PF3D7_1434700,1064,847,998,518,382,477,185,160,222,549,632,516
PF3D7_0303000,134,85,98,114,94,104,334,372,408,892,830,754
PF3D7_0526200,267,224,315,150,131,170,4610,4332,5264,5096,5371,5111
PF3D7_0824700,4,10,6,6,10,0,308,372,393,872,799,713
PF3D7_1204200,3,1,11,5,0,2,54,64,64,237,216,263
PF3D7_1115700,6960,5022,6781,2590,2637,2761,7145,7894,9700,1316,1205,1216
PF3D7_0829800,197,141,198,297,254,364,10185,12208,10852,140773,119081,138778
PF3D7_0220400,40,17,35,28,22,27,79,211,114,73,77,94
PF3D7_0607600,15,16,23,33,39,36,5734,5397,6438,8761,9541,8879
PF3D7_0312400,407,367,480,472,409,512,8059,7585,8871,31791,35539,34249
PF3D7_1436300,11055,8289,10132,9206,8306,9494,26841,27612,39640,6568,7218,6069
PF3D7_0803300,19,6,12,2,13,3,1366,1576,1658,3817,4367,3925
PF3D7_1312450,2,2,3,3,0,1,58,56,84,129,126,81
PF3D7_0626100,323,215,275,301,278,320,478,464,570,2768,2669,2671
PF3D7_0721200,354,240,270,295,219,265,388,448,564,872,826,731
PF3D7_0415200,20,13,14,15,16,20,625,655,753,1455,1339,1222
PF3D7_1241400,0,1,2,7,14,11,481,427,619,2626,2856,2115
PF3D7_0723900,2588,1850,2299,1915,1754,1818,1534,1569,1970,3412,3451,2621
PF3D7_1203200,401,290,334,313,357,332,227,234,324,555,524,486
PF3D7_1458800,211,169,227,198,185,158,93,101,112,234,302,236
PF3D7_0223200,6,2,2,2,0,1,1,0,0,1,2,0
PF3D7_1030100,3393,2458,3220,2931,2782,3010,3018,3428,4238,6716,7324,5861
PF3D7_1342900,440,246,317,554,617,560,433,521,698,1646,1709,1239
PF3D7_0709500,14,13,7,1,5,3,254,278,325,909,792,848
PF3D7_0817900,2269,2247,2258,2373,2230,2624,10210,9404,10403,15719,16168,17219
PF3D7_0714100,2,1,3,5,10,0,20,19,37,201,173,126
PF3D7_1434500,1652,928,1229,989,936,1132,1392,1775,2305,2946,2872,2172
PF3D7_1137900,0,0,0,3,7,0,11,13,16,83,81,60
PF3D7_1314800,2,4,0,7,5,3,4,2,10,28,20,19
PF3D7_1029300,128,92,150,93,92,125,380,378,408,1502,1523,1142
PF3D7_1032000,91,59,84,80,74,77,370,387,481,1415,1477,1232
PF3D7_1143600,3,1,2,3,2,3,145,168,165,806,832,666
PF3D7_0935800,61,32,48,79,67,96,43400,50742,57305,47051,55357,51135
PF3D7_0521700,148,115,131,189,162,164,68,103,86,384,342,300
PF3D7_0321400,5,14,4,4,18,14,5814,5190,6314,4840,5450,5020
PF3D7_0213800,15,10,2,10,8,7,33,33,37,292,263,218
PF3D7_0521500,239,204,238,94,100,116,203,232,265,859,823,738
PF3D7_0532900,149,94,117,32,15,22,1,0,2,0,1,2
PF3D7_0321300,4,7,3,4,4,5,246,332,361,444,502,409
PF3D7_0317900,167,105,150,76,96,95,201,215,237,857,846,667
PF3D7_1239600,200,179,227,71,76,85,155,234,216,508,555,544
PF3D7_1362500,2,1,3,0,4,1,258,274,285,615,605,528
PF3D7_1419600,76,52,64,53,66,41,621,724,800,525,504,533
PF3D7_0400400,2854,1885,2449,3191,2894,2974,16,15,12,227,220,169
PF3D7_0528700,987,643,812,843,818,1055,486,551,769,1680,1664,1430
PF3D7_0815100,10,11,29,10,7,6,181,242,277,276,298,209
PF3D7_1448300,875,588,758,811,849,802,5919,6413,7708,9427,9720,8077
PF3D7_0925200,1427,999,1267,1630,1572,1484,365,532,737,2255,2571,2382
PF3D7_0524600,19,12,28,7,12,17,1207,1202,1500,3019,2672,2648
PF3D7_1355300,259,171,239,293,308,326,323,487,643,809,831,690
PF3D7_0724300,35,22,16,22,16,21,132,122,150,458,471,443
PF3D7_API00100,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1341000,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1353900,1794,1118,1562,986,1151,1233,2746,2835,3483,7138,6963,6638
PF3D7_0108700,1884,1257,1666,1423,1197,1514,2371,2221,2618,5353,5511,4775
PF3D7_1206900,37,28,26,41,45,28,106,161,180,1068,1004,869
PF3D7_1108100,22,21,24,58,52,49,9839,8562,9905,19310,22098,17778
PF3D7_1406800,111,121,86,182,248,263,32511,30200,39004,56737,68854,54332
PF3D7_0213300,5,4,7,0,3,2,114,79,109,402,424,369
PF3D7_0301700,9658,8397,9490,5562,5323,5525,762,745,1235,852,877,672
PF3D7_1305600,1,1,3,1,3,1,283,384,403,1137,1118,1057
PF3D7_1403100,90,59,103,93,56,91,8873,8336,9835,14421,14949,12782
PF3D7_0934000,170,144,154,60,89,63,239,309,407,653,670,543
PF3D7_0319600,5696,4224,5334,4043,4302,4396,1375,1446,1788,4347,4164,4111
PF3D7_0409100,2499,2181,2379,2441,2323,2800,4400,4601,6009,4194,3906,3553
PF3D7_1107200,946,728,878,557,596,647,880,987,1154,3306,3208,2704
PF3D7_0402600,9,3,5,0,1,4,0,0,1,0,2,0
PF3D7_1442500,302,236,303,125,122,107,139,123,170,551,532,411
PF3D7_1146900,123,105,119,181,184,178,108,98,126,334,363,489
PF3D7_1461900,4404,2868,3777,2958,2843,3125,889,1036,1388,3631,3581,3008
PF3D7_0527600,168,120,155,150,133,131,2221,2697,2679,3142,3065,3194
PF3D7_1338200,7072,4886,5961,4639,4938,5197,5137,6951,8686,12387,12034,11377
PF3D7_0508500,455,265,331,662,556,621,17101,16662,18786,20315,24689,20648
PF3D7_0309600,21346,18989,20533,13078,12464,14497,2756,2654,3550,6373,6421,6380
PF3D7_1213400,0,2,4,1,2,4,114,95,143,362,342,314
PF3D7_0531300,0,1,2,0,3,1,566,710,738,1074,1110,1016
PF3D7_1105400,29946,21728,26578,18289,16830,19384,4862,4758,6116,12067,12265,12062
PF3D7_0210200,171,194,195,115,84,120,6084,6000,7287,11113,11099,9246
PF3D7_0917300,6,4,6,12,10,12,2487,2789,3336,3351,3967,3795
PF3D7_0112800,12,10,27,58,48,58,227,291,336,426,397,344
PF3D7_1349900,3,7,10,4,5,5,27,26,31,119,110,99
PF3D7_0700100,111,76,141,620,548,584,75,79,92,537,550,361
PF3D7_1111800,13,5,10,13,17,19,303,361,406,863,792,725
PF3D7_1460900,15,2,11,11,4,7,434,483,639,1037,934,884
PF3D7_0216500,13,8,14,9,4,0,775,926,974,2467,2347,2219
PF3D7_0817500,17594,14490,15936,14953,13754,17562,4785,4987,6243,10211,10878,9620
PF3D7_1116600,282,194,326,161,175,166,1214,1163,1366,2645,2497,2230
PF3D7_1311000,74,41,63,50,68,52,111,132,188,300,334,271
PF3D7_1220000,1,1,5,1,1,2,10,15,17,166,150,119
PF3D7_1215100,878,579,786,509,528,514,300,333,388,1299,1334,924
PF3D7_1201300,6,8,5,67,69,62,26,33,50,365,349,502
PF3D7_0822400,49,26,42,43,58,48,121,140,148,670,641,530
PF3D7_0902300,2762,1719,2191,2460,2475,2326,1079,1467,2261,860,756,605
PF3D7_1326700,164,100,114,111,145,97,551,726,852,548,673,680
PF3D7_0409300,554,326,511,339,322,287,414,480,514,817,843,701
PF3D7_1147600,2,0,1,1,4,2,162,222,254,707,681,642
PF3D7_0906100,24,30,44,25,27,31,762,635,817,1549,1539,1408
PF3D7_1408200,2180,1400,1658,1163,1114,1346,675,834,1129,1855,1785,1596
PF3D7_0620200,1,1,2,0,0,2,23,53,26,79,80,74
PF3D7_1012700,145,92,154,157,148,132,1001,1170,1244,1367,1286,1216
PF3D7_1321200,117,127,128,142,128,164,400,327,399,1367,1557,1100
PF3D7_0912400,1077,759,882,751,779,936,1388,1359,1726,3973,3751,3552
PF3D7_0617700,0,0,0,0,0,0,2,1,2,3,4,6
PF3D7_0732300,9,18,2,3,0,0,0,0,0,2,3,0
PF3D7_1207500,6,2,8,4,0,5,797,850,993,1199,1295,1138
PF3D7_0305500,2027,1131,1653,978,875,1091,21260,18726,23509,12627,13619,11003
PF3D7_1447200,2452,1777,2138,2005,1887,2454,1940,1945,2431,4044,3964,3387
PF3D7_0828900,8,17,4,13,7,9,3001,2993,3413,3703,3986,3943
PF3D7_1452200,25,21,16,8,11,11,38,29,43,164,135,116
PF3D7_1421400,966,769,955,615,519,619,173,164,213,625,623,534
PF3D7_1126000,6311,4368,5493,4386,4311,4540,3365,3430,4447,8073,7789,7278
PF3D7_1022900,11,14,12,11,13,12,938,774,964,1970,2083,1876
PF3D7_1109500,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1109200,44,17,29,31,42,28,78,66,121,348,351,258
PF3D7_0716200,1861,1261,1497,2012,2105,2118,1210,1902,2404,2002,2101,1882
PF3D7_0211900,7,4,15,8,10,14,642,737,806,1970,1723,1791
PF3D7_1442000,28,16,26,15,12,8,64,76,93,404,423,333
PF3D7_1017600,3273,2252,2726,2534,2811,2937,3475,4015,5488,6801,6903,5446
PF3D7_0723000,48,29,27,20,25,23,140,311,275,298,319,265
PF3D7_1227600,92,52,66,81,87,80,9194,8658,10206,15283,16591,14811
PF3D7_1359800,5,1,3,2,1,3,651,616,781,553,694,604
PF3D7_0905400,328,382,365,626,618,860,287000,290695,370290,349996,419663,338627
PF3D7_1352500,2737,1890,2397,2664,2628,2601,6825,7689,8860,10240,11376,10637
PF3D7_1344100,518,378,484,343,316,347,4135,4184,5554,826,893,681
PF3D7_0313100,1953,1443,1935,1166,1119,1327,1802,1870,2169,4695,4516,4147
PF3D7_0304900,347,245,320,243,256,313,138,160,211,355,357,288
PF3D7_1101200,1,0,0,1,0,0,0,0,0,0,0,0
PF3D7_1469000,110,82,100,69,102,61,121,237,240,637,575,503
PF3D7_0810000,226,174,176,117,122,126,431,456,559,680,710,729
PF3D7_1033600,5382,3787,4749,3896,3330,4629,2028,2408,3076,4489,4685,3817
PF3D7_0517300,16414,12777,14271,16790,14913,17104,7113,7865,10818,11444,12133,10665
PF3D7_0622900,1278,861,1051,2352,2500,2468,7336,7486,12008,5993,6308,4972
PF3D7_0521000,593,412,488,329,407,357,598,674,808,3199,3107,2806
PF3D7_1345600,8,20,18,23,48,67,18340,16738,19610,32861,40708,34335
PF3D7_1104400,1951,1497,1661,1634,1688,1833,1268,1322,1632,3414,3504,3194
PF3D7_1145800,344,182,323,223,220,205,171,262,306,607,638,557
mal_rna_18,0,0,1,0,0,0,2,2,3,4,7,7
PF3D7_1404600,19,19,18,20,22,22,251,295,392,1348,1222,986
PF3D7_1453600,80,95,96,52,57,58,75,81,81,374,334,274
PF3D7_0308400,382,308,432,88,51,76,94,179,201,24,28,26
PF3D7_1427300,22,18,32,14,14,14,921,1474,1619,2705,2585,2331
PF3D7_1022100,292,209,259,310,389,330,293,355,489,1032,1038,1003
PF3D7_0523200,211,138,179,128,105,89,67,158,131,294,290,274
PF3D7_1031100,54,23,32,18,12,12,151,223,239,660,770,795
PF3D7_0623800,9259,5760,7145,10772,9595,10883,22810,27916,37465,20470,24015,20762
PF3D7_0300300,0,0,0,0,0,0,1,0,0,1,0,0
PF3D7_1013600,24,17,27,18,12,12,3116,3103,3519,4356,4489,3963
PF3D7_1461200,369,206,302,285,271,254,252,350,471,598,669,509
PF3D7_0302500,262,233,258,385,403,459,188538,195782,245348,176230,210913,182402
PF3D7_1103200,1,2,0,0,0,1,1,0,1,0,0,0
PF3D7_1472100,675,433,577,695,830,608,774,1037,1240,1693,1674,1724
PF3D7_0914400,23,15,22,32,29,36,3053,2788,3051,5126,5666,5171
PF3D7_1030600,561,370,471,438,398,401,300,347,439,1201,1137,1018
PF3D7_0424600,5848,4419,5482,5942,6165,6654,37310,49287,60150,6256,6653,6617
PF3D7_1320000,971,447,768,1027,1090,907,1878,2592,3199,6747,7333,6454
PF3D7_1243600,3255,2374,2829,2965,3009,3420,21801,18253,25379,27102,32759,24178
PF3D7_1223200,162,106,151,163,145,130,745,782,932,1390,1350,1222
PF3D7_0722800,12,5,8,12,20,14,133,127,159,782,748,695
PF3D7_0914500,222,155,221,452,486,516,3445,3745,4384,6237,6287,5651
PF3D7_0610300,0,0,0,0,0,0,0,1,0,0,0,1
PF3D7_0812300,6,9,13,16,24,18,137,238,240,228,219,285
PF3D7_0822300,234,154,242,169,179,161,171,159,181,556,535,468
PF3D7_1027700,61,48,45,54,58,65,2029,1932,2093,4002,3731,4040
PF3D7_1407800,2699,1514,1929,2289,1989,2175,8145,8520,14168,14893,14699,13115
PF3D7_1406600,120,71,88,47,33,41,1569,1943,2076,3271,3296,2808
PF3D7_0615400,5159,3194,4205,4882,4869,5491,14159,15615,20343,35379,36136,28948
PF3D7_1422400,962,599,797,687,690,797,1195,1170,1660,1794,1920,1578
PF3D7_1317100,143,122,147,93,90,107,11900,11912,14467,16850,17800,15929
PF3D7_0806500,1166,852,1098,993,955,1099,11428,10626,14825,6483,7164,6151
PF3D7_1301500,10,13,25,11,16,4,350,327,538,148,142,115
PF3D7_0217700,233,161,194,134,136,141,107,154,151,350,352,371
PF3D7_1413800,319,213,253,192,217,199,730,940,910,158,138,122
PF3D7_1434100,269,165,237,127,177,139,86,119,153,203,207,187
PF3D7_0715900,12,12,13,9,10,5,1507,1688,1987,3827,4006,3485
PF3D7_0416300,63,28,57,46,33,34,1797,1997,1974,3014,3026,2702
PF3D7_0711200,72,47,38,46,58,52,131,142,135,263,312,285
PF3D7_0201900,2,0,0,0,0,1,0,0,0,0,0,0
PF3D7_0219600,64,37,71,61,88,79,2059,2085,2599,5084,5055,4025
PF3D7_0919200,11,4,12,0,0,1,3843,4644,6283,145,144,110
PF3D7_0415500,1402,1033,1311,1485,1447,1593,1579,1553,2032,2440,2524,2125
PF3D7_0620800,0,0,1,0,0,0,13,8,3,7,5,15
PF3D7_1318400,277,206,261,107,119,152,6609,6846,8333,11411,12109,9948
PF3D7_1459500,18,4,13,1,4,9,20,15,28,117,109,88
PF3D7_0607500,96,60,100,91,94,71,172,165,180,386,385,449
PF3D7_1476900,6,2,6,7,2,7,81,88,116,331,392,295
PF3D7_1131600,13,7,11,12,7,6,90,87,133,486,482,386
PF3D7_0419200,57,34,40,49,44,39,86,98,118,101,102,100
PF3D7_1234100,4521,2834,3834,3376,3234,3239,7669,7501,9136,11584,10906,9563
PF3D7_1331300,57,44,46,29,37,29,2565,2582,3008,4969,4909,4717
PF3D7_0204800,8,7,10,8,6,14,184,233,246,947,937,867
PF3D7_0923300,238,104,167,136,122,155,56,90,77,180,171,156
PF3D7_1304100,20,13,14,13,13,15,753,696,877,1117,1062,1065
PF3D7_0523000,7550,4673,6485,6587,6841,7069,13818,18740,26554,17023,17913,15629
PF3D7_1335100,156,197,157,96,101,126,59905,65343,79973,17972,21661,17619
PF3D7_1203800,61,44,65,71,47,52,35,25,22,10,6,35
PF3D7_0829400,9,4,12,6,14,12,2491,2983,3672,3753,3829,3186
PF3D7_1232200,22,11,12,8,8,13,579,534,704,1051,1122,924
PF3D7_0414700,72,60,55,24,23,41,4053,4874,5517,3519,3783,3047
PF3D7_1424200,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0212200,292,230,295,188,204,254,116,154,202,427,414,313
PF3D7_0323900,117,99,113,70,59,82,0,0,0,1,3,1
PF3D7_0910700,10,13,14,6,5,4,200,192,262,258,203,176
PF3D7_1110900,813,613,723,773,792,915,1332,1533,1929,2144,1910,1821
PF3D7_0728900,507,361,425,328,360,426,759,846,1005,1936,1859,1725
PF3D7_1221500,15,7,14,1,6,11,173,167,221,910,807,680
PF3D7_0508900,216,220,154,323,299,343,41658,44099,53893,66423,78579,61498
PF3D7_1250600,665,413,514,977,1077,1100,775,978,1121,2161,2181,1891
PF3D7_0214800,794,555,704,612,492,616,1875,2068,2668,856,913,909
PF3D7_1101100,235,238,277,52,48,43,2,2,1,21,23,13
PF3D7_1432800,453,304,401,174,181,224,1125,1096,1512,2144,2304,1982
PF3D7_1416900,1539,1436,1654,886,800,996,389,351,453,2096,2099,1943
PF3D7_0508100,38,41,43,82,75,75,15537,14783,18103,18779,21449,18547
PF3D7_0605600,14,12,12,12,12,20,285,526,327,707,691,775
PF3D7_0210100,25868,21209,24434,16919,15367,19622,3053,3402,4660,7378,8479,7454
PF3D7_0721300,1376,910,1193,1119,1265,1141,767,789,1248,2480,2379,1997
PF3D7_1300200,0,1,0,0,0,0,0,0,0,0,0,0
PF3D7_1210100,99,54,110,52,46,59,1558,1690,2185,2828,3102,2789
PF3D7_0110700,279,200,259,190,174,197,1308,1496,1699,4363,4642,3851
PF3D7_0112000,161,147,175,121,153,135,226,286,327,986,911,844
PF3D7_1102500,321,177,313,594,594,748,1891,2021,2449,8022,8161,7304
PF3D7_0828500,3,6,8,1,8,4,810,942,1113,1650,1613,1580
PF3D7_1015900,120607,91678,109159,104880,93658,113575,10658,8892,13620,31966,32537,28285
PF3D7_1202700,871,626,710,627,583,804,396,655,720,859,826,1051
PF3D7_0112500,0,0,0,0,1,0,0,0,1,1,3,3
PF3D7_0701500,2,3,5,6,4,4,2,2,8,0,4,0
PF3D7_0323300,4,1,0,3,3,2,76,102,112,296,272,255
PF3D7_1140000,7,8,9,5,7,11,127,218,172,201,223,297
PF3D7_0401600,2663,1852,2468,1535,1475,1574,652,565,860,902,908,725
PF3D7_0937300,2,0,0,0,0,1,1,1,2,1,1,2
PF3D7_1243100,498,302,456,241,253,259,257,265,318,931,919,794
PF3D7_1232700,6,3,7,1,2,4,2624,3468,3879,2679,2556,2416
PF3D7_1476300,13,12,17,63,92,107,12078,10846,13439,16887,19048,16313
PF3D7_1366700,118,103,104,91,98,58,153,198,136,112,91,118
PF3D7_1464400,952,905,928,834,843,963,932,733,1057,874,900,821
PF3D7_1123800,23,12,12,1,3,12,796,799,964,1143,1050,983
PF3D7_0309800,768,521,635,843,746,870,533,678,960,2399,2611,2344
PF3D7_0902700,104,84,128,42,47,47,647,668,794,1620,1586,1390
PF3D7_1212100,80,52,58,49,58,48,483,581,654,1462,1567,1370
PF3D7_0812800,8,5,6,4,4,6,130,133,161,321,333,308
PF3D7_0710000,250,211,198,208,179,214,1931,2007,2528,3262,3145,2914
PF3D7_1465800,52,33,52,21,15,19,90,86,120,730,663,565
PF3D7_1406700,74,54,77,25,30,39,1245,1088,1455,2740,2756,2663
PF3D7_1352000,220,165,189,93,98,98,682,708,836,1606,1598,1363
PF3D7_1112400,46,53,49,15,17,24,154,186,185,519,479,462
PF3D7_1113500,457,268,365,284,250,305,890,1384,1247,1103,1116,1116
PF3D7_1360100,490,428,502,645,607,670,716,629,944,1566,1620,1289
PF3D7_0209800,22147,17332,20393,18145,17067,19142,6356,8055,9907,17435,18003,17440
PF3D7_1472500,1,1,2,4,4,3,422,408,506,443,443,517
PF3D7_0906800,28,22,48,26,40,34,22,21,35,117,81,81
PF3D7_0522900,10,11,16,31,40,40,316,296,384,817,786,643
PF3D7_1331200,433,314,416,335,364,379,743,887,909,2105,2342,2472
PF3D7_0615300,40,16,34,30,30,26,362,355,356,855,742,792
PF3D7_1254700,152,123,157,31,30,37,0,1,1,1,5,2
PF3D7_1300300,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0815700,14,0,14,2,4,2,1,4,3,24,15,15
PF3D7_1216100,6,2,9,4,6,8,42,40,51,140,126,168
PF3D7_1335700,148,124,134,70,77,62,1218,1449,1674,2445,2423,2048
PF3D7_1435000,5,6,6,9,10,6,1066,1063,1270,1904,1972,1777
PF3D7_0211800,6504,4487,6032,4800,4338,5870,2560,2538,3167,6221,6128,5734
PF3D7_0207600,418,325,409,397,447,368,97132,104147,122758,37227,46350,42469
PF3D7_1450200,53,42,30,67,89,57,66,83,116,423,416,390
PF3D7_0602900,162,105,126,231,228,267,1580,1345,1402,2104,2014,2272
PF3D7_1413900,966,710,828,752,717,850,500,447,669,1446,1360,1254
PF3D7_0514200,305,293,322,310,308,312,1497,1248,1565,2297,2341,2165
PF3D7_0619000,2045,1493,1816,1308,1157,1507,5407,5274,6358,9478,9606,8024
PF3D7_0507600,112,62,111,82,73,78,697,691,1016,913,1067,922
PF3D7_1120700,15,8,12,7,21,9,373,432,523,881,859,653
PF3D7_1147200,0,1,2,3,5,2,328,321,349,922,1015,678
PF3D7_1252700,637,494,632,763,745,807,2851,2542,3214,5533,5393,4585
PF3D7_1410900,703,522,626,541,629,548,5892,5972,7345,3466,3524,3068
PF3D7_1105800,1554,1078,1479,918,901,1103,6176,5914,7317,6591,6771,6532
malmito_rna_23,7,5,4,1,1,1,13,15,14,61,19,19
PF3D7_1020700,1922,1289,1727,1387,1261,1299,493,825,1016,1095,1079,967
PF3D7_0104200,342,242,344,207,132,205,10160,12114,13760,1587,1697,1473
PF3D7_1215900,178,120,149,93,115,91,242,199,294,647,626,513
PF3D7_1145300,54,39,46,58,59,53,345,338,485,789,774,675
PF3D7_1207700,9,22,11,7,9,13,47,67,64,139,134,113
PF3D7_0505700,1482,1127,1394,1175,1103,1451,2159,2147,2440,6161,6125,5440
PF3D7_0220900,1,1,3,0,2,4,2,5,4,5,7,10
PF3D7_0919300,53,76,66,1,4,5,3488,2764,4474,279,285,233
PF3D7_0510500,1139,904,1011,730,640,773,3166,3445,4528,5127,5355,4257
PF3D7_1326000,13,11,19,14,13,9,2879,3393,3935,4418,5302,4622
PF3D7_1127800,1251,879,1070,642,769,718,1274,1306,1637,2750,2688,2342
PF3D7_0203400,18,16,27,13,15,27,1116,887,1164,3527,3315,3274
PF3D7_1465600,48,22,35,44,35,45,64,55,82,329,322,264
PF3D7_0512000,1103,851,1023,632,598,695,516,459,571,2099,2095,1872
PF3D7_0621000,200,129,172,111,117,73,83,156,128,378,383,380
PF3D7_1141500,2,1,1,0,0,0,23,19,37,119,100,78
PF3D7_0926100,5725,3238,4494,4990,4805,4942,7717,9370,13098,22674,24950,20503
PF3D7_1012900,1278,852,1101,905,934,972,4367,5067,7116,5038,5161,4683
PF3D7_0801500,1312,833,1147,850,928,869,663,809,1054,1348,1264,1090
PF3D7_0220200,8247,5691,8066,3898,4133,4081,3653,3874,5231,650,700,648
PF3D7_0307400,19,8,22,4,4,7,1121,1369,1510,2139,2201,2005
PF3D7_0503600,114,65,100,95,77,83,22395,21737,27356,1555,1715,1458
PF3D7_0702000,1103,704,1017,1567,1703,1685,7899,13575,17450,2113,2337,2375
PF3D7_0600100,2,0,2,1,0,1,0,0,0,0,0,0
PF3D7_0811400,13248,9608,11636,8162,7339,7811,4536,4715,6175,8134,8127,7256
PF3D7_1254100,6,6,5,4,3,7,0,1,1,1,2,1
PF3D7_0826900,125,124,151,212,199,226,886,1035,1089,2813,2802,2512
PF3D7_0101100,22,14,22,32,12,16,300,495,627,233,215,191
PF3D7_1224500,33,32,44,17,36,20,2847,2700,3541,5720,5730,5132
PF3D7_0112100,8,3,9,7,10,5,18,12,29,40,29,36
PF3D7_0936900,174,135,186,68,44,56,5,0,6,5,1,5
PF3D7_0920300,0,0,0,1,2,0,58,85,77,260,218,243
PF3D7_0929800,0,2,0,0,0,0,1,0,0,3,2,1
PF3D7_0217100,13,21,31,25,28,28,2224,2222,2583,7647,7897,7345
PF3D7_1007500,54,38,46,32,33,29,32,118,114,141,146,125
PF3D7_0412700,1626,1022,1202,1262,1158,1172,33,31,27,513,510,407
PF3D7_1230800,2527,1919,2127,1970,1930,2658,933,1078,1384,2957,3014,2693
PF3D7_0320900,10406,8140,8887,8776,7796,9251,29235,28521,34721,35433,42517,38713
PF3D7_0416900,639,477,556,532,470,511,599,709,846,1845,1840,1530
PF3D7_0631600,73,42,53,62,39,46,47,56,82,31,22,15
PF3D7_1011800,29799,21544,27728,23899,22582,30107,25241,28677,36805,57495,64488,54690
PF3D7_1019500,26,28,25,37,26,29,6159,6050,8013,13805,14512,12809
PF3D7_1140700,3045,2314,2979,1544,1544,1801,1917,2468,3028,4121,4511,3586
PF3D7_1118900,1,0,5,2,6,2,40,40,39,187,168,180
PF3D7_0214900,95,102,60,109,134,131,60307,56266,70451,59389,69309,55735
PF3D7_1033400,5932,3846,5287,3101,3171,3883,1086,1262,1544,2277,2406,2062
PF3D7_1210900,10,3,9,7,4,4,129,256,273,368,406,390
PF3D7_1477200,182,153,153,46,53,60,0,0,0,1,1,1
PF3D7_0626500,5,2,2,4,0,3,67,66,74,345,275,250
