Gene ID,Control_16hpi_rep1,Control_16hpi_rep2,Control_16hpi_rep3,_AP2-MRPKO_16hpi_rep1,_AP2-MRPKO_16hpi_rep2,_AP2-MRPKO_16hpi_rep3,Control_40hpi_rep1,Control_40hpi_rep2,Control_40hpi_rep3,_AP2-MRPKO_40hpi_rep1,_AP2-MRPKO_40hpi_rep2,_AP2-MRPKO_40hpi_rep3
PF3D7_1401800,321,136,214,129,155,189,5941,5666,6679,9294,10366,9080
PF3D7_1233900,920,659,880,682,681,632,1697,1695,2131,2872,2896,2656
PF3D7_0411800,26,18,24,13,20,20,1374,1455,1844,3672,3594,2898
PF3D7_0820700,92,84,119,132,117,146,3697,4083,4498,9324,9193,8765
PF3D7_0907500,2,8,6,27,14,33,5645,4783,6234,8058,9524,8129
PF3D7_0708900,71,46,65,121,113,99,182,234,231,579,562,470
PF3D7_0320800,48,49,48,19,26,24,832,753,984,2756,2819,2563
PF3D7_0930400,1723,1191,1474,1570,1544,1739,4164,5750,5240,4227,4508,4074
PF3D7_0202800,0,0,2,0,0,1,257,353,352,669,604,592
PF3D7_0925400,6,7,14,9,10,11,253,250,295,1015,917,818
PF3D7_0823800,1029,737,917,598,626,582,516,675,780,1294,1351,1259
PF3D7_1323100,10353,8479,9324,6417,5569,5888,1820,1948,2386,5664,5677,5516
PF3D7_1038400,7,16,15,20,38,33,513,365,484,1809,1675,1249
PF3D7_1032700,206,130,137,141,171,117,1179,1621,1978,2495,2854,2213
PF3D7_0702600,3,11,11,11,6,15,54,41,73,7,8,7
PF3D7_0317100,37,20,29,37,39,46,76,98,93,339,307,299
PF3D7_1130100,2478,1864,2225,1468,1674,1247,1451,2154,2340,3878,3765,4184
PF3D7_1038100,360,228,320,189,202,197,147,183,198,609,545,526
PF3D7_1475600,1352,950,1169,1169,1149,1122,1083,1038,1674,1726,1716,1538
PF3D7_1201200,555,343,515,658,775,588,13114,18376,23953,3132,3633,3126
PF3D7_1115800,2018,1527,1842,2884,2810,3571,23391,25849,36664,10848,12465,10398
PF3D7_1344900,1595,920,1180,1147,1074,1067,1287,1452,1939,3371,3862,2740
PF3D7_1337400,498,379,458,658,690,599,346,710,813,1279,1453,1419
PF3D7_1358600,40,18,30,31,22,24,2176,2017,2264,2632,2724,2351
PF3D7_1318800,1946,1284,1681,1211,1301,1409,12863,13677,17783,8154,7834,7268
PF3D7_1134600,143,110,134,611,619,627,649,597,826,8401,9318,6552
PF3D7_1306900,716,516,644,529,551,650,710,694,1073,1495,1471,1240
PF3D7_0107200,10,11,13,2,4,3,161,153,175,661,632,542
PF3D7_0417100,0,0,0,2,2,0,21,36,24,144,107,118
PF3D7_0800400,94,96,112,20,14,13,2,0,3,10,12,8
PF3D7_0813900,26962,22362,25061,17869,17495,19240,3335,3685,4785,8598,9293,8739
PF3D7_1140200,2428,2394,2410,1294,1005,1296,5134,4794,6012,8369,8382,7180
PF3D7_1469600,33,26,52,39,43,42,669,738,766,5955,5905,5214
PF3D7_0719600,20859,17070,19588,12318,11693,11686,2181,2285,2751,5596,5768,5169
PF3D7_1313300,23,9,17,9,4,8,255,255,340,722,755,648
PF3D7_1333100,3,6,4,11,16,10,77,78,83,575,526,430
PF3D7_0902400,27,12,14,19,28,19,302,513,591,691,611,591
PF3D7_0106200,2,0,2,6,3,3,434,375,366,616,594,528
PF3D7_0806600,187,125,165,345,363,368,320,339,435,1306,1140,1077
PF3D7_1036300,4,2,14,1,4,1,328,319,386,71,120,106
PF3D7_1209200,1891,1520,1757,1631,1470,1772,444,487,663,1488,1482,1233
PF3D7_1105100,2969,2077,2484,3512,3257,4595,21108,20112,25582,96149,105223,92433
PF3D7_0526500,1493,1040,1238,1535,1327,1718,491,571,728,1473,1583,1278
PF3D7_0308200,6878,5343,6519,4655,3892,4602,2827,3204,3694,6451,6326,6120
PF3D7_0622300,50,57,49,50,71,50,92,95,129,764,662,593
PF3D7_1447700,148,116,180,91,107,109,374,343,398,487,512,566
PF3D7_1033000,431,276,312,435,413,410,468,467,701,1735,1698,1320
PF3D7_1141900,0,0,0,1,0,0,1,2,2,4,7,3
PF3D7_1134300,21,28,39,37,45,54,5520,5824,6883,8076,8232,7202
PF3D7_1026300,19,20,28,10,19,18,571,569,621,2766,2715,2184
PF3D7_1351600,37,22,27,33,23,26,193,175,230,645,548,468
PF3D7_0322100,730,425,639,478,529,571,663,878,1094,2495,2569,2253
PF3D7_1406200,9280,6327,7399,7859,7767,8658,7266,9468,12329,14783,15477,12764
PF3D7_1445500,326,154,254,178,150,148,643,750,845,411,416,414
PF3D7_0611900,311,253,328,501,482,519,284,277,359,1946,1932,1676
PF3D7_0505200,125,120,169,70,42,61,1928,2016,2611,896,794,821
PF3D7_0413000,0,0,0,0,0,0,0,0,0,0,0,1
PF3D7_1412900,1271,788,1054,1943,1695,2589,1367,1353,1736,6635,6739,5692
PF3D7_0509200,1,0,0,0,0,1,33,39,51,277,228,281
PF3D7_1454500,407,218,369,349,317,358,1448,1613,2180,2428,2696,2249
PF3D7_0900600,13,8,9,2,1,0,2,2,0,8,9,10
PF3D7_API02700,0,0,0,0,0,0,1,0,0,1,2,0
PF3D7_0827600,210,149,241,104,89,120,2518,2880,3088,6504,6288,5553
PF3D7_0404800,37,21,29,42,25,35,901,1174,991,475,443,422
PF3D7_1031600,4359,3349,3915,2506,2233,2984,2877,2903,3406,5676,6140,5081
PF3D7_0307900,61,44,71,23,36,30,350,237,367,2230,2208,1583
PF3D7_0522400,31,29,28,48,31,47,21123,19986,25428,33509,36409,27735
PF3D7_0313400,588,384,495,341,383,334,156,164,219,768,721,656
PF3D7_1448600,148,86,116,99,93,84,479,500,682,944,1018,817
PF3D7_1230200,24,22,31,17,18,16,378,323,420,2395,2348,2061
PF3D7_1461700,3,4,3,61,58,56,165,128,189,1168,1170,931
PF3D7_0406500,25570,20386,22216,35622,32011,36401,22459,26029,33867,36935,38723,32806
PF3D7_0109850,12,0,2,4,6,1,311,439,408,396,401,461
PF3D7_0407900,187,156,175,100,98,88,18005,21081,25408,2610,2846,2373
PF3D7_1364900,48,41,58,40,29,27,96,124,149,515,470,442
PF3D7_0216400,21,18,16,8,5,13,317,462,543,962,936,897
PF3D7_0922000,20,5,9,30,22,19,121,131,149,614,638,520
PF3D7_0529700,61,57,66,19,39,39,212,267,297,439,472,568
PF3D7_0216800,5,4,7,3,2,3,1928,2076,2223,1567,1892,1667
PF3D7_1205900,974,611,773,562,523,563,3017,2888,3658,3843,4210,3697
PF3D7_1200200,57,52,58,13,11,14,8,14,13,42,42,38
PF3D7_1019000,3717,2083,2865,3124,3176,3353,11455,11691,14576,10734,11337,9524
PF3D7_0623300,16,22,24,13,9,10,745,736,902,2242,2286,1946
PF3D7_0714700,0,0,0,0,0,0,0,2,0,0,4,9
PF3D7_1226100,6,11,23,392,397,406,264,210,284,3709,3893,3443
PF3D7_0100400,240,194,243,48,41,38,6,4,4,81,62,83
PF3D7_0300900,133,117,156,31,29,27,0,0,0,0,0,1
PF3D7_1241300,0,0,0,0,0,0,55,86,89,380,344,277
PF3D7_0915500,11,8,16,6,9,3,10,17,15,41,32,49
PF3D7_1473100,195,136,166,179,250,218,456,545,608,1587,1547,1455
PF3D7_1440900,11,3,7,5,4,2,1318,1939,2008,1992,2229,2231
PF3D7_0904000,5531,4266,4910,3845,3639,3953,2064,2502,3025,5475,5390,5153
PF3D7_1123100,1912,1119,1586,2044,2181,2292,14659,15305,18546,46134,49216,45349
PF3D7_1425500,3,0,1,0,0,2,74,107,94,56,59,60
PF3D7_1454700,3027,2067,2609,3539,3407,3361,2075,2110,2663,9005,8760,8528
PF3D7_1008400,4437,2873,3615,3918,3641,5254,16355,15193,18842,36315,41125,34084
PF3D7_1306500,19,21,31,18,14,20,124,254,197,753,695,766
PF3D7_1357600,8,7,7,3,9,4,54,92,108,346,325,286
PF3D7_1105200,4,3,0,3,0,1,136,91,132,286,306,228
PF3D7_1453400,103,75,83,86,123,98,273,556,578,931,861,765
PF3D7_1404500,381,282,406,293,323,256,548,625,790,1357,1421,1217
PF3D7_0833100,1,0,0,0,1,0,0,1,0,1,2,1
PF3D7_1435500,235,165,167,157,146,150,299,387,414,848,881,810
PF3D7_1125700,55,36,43,11,18,17,29749,31988,40638,2160,2491,2539
PF3D7_1231100,1504,1087,1340,1088,1102,1282,6388,6482,7747,11029,12065,11349
PF3D7_0807300,488,306,405,344,308,313,892,903,1265,2340,2626,2275
PF3D7_1429100,604,478,550,336,386,394,1847,2217,2506,4743,4544,4094
PF3D7_1124000,599,454,511,592,580,603,1090,1256,1527,2743,2544,2320
PF3D7_1219600,1901,1230,1543,1164,1195,1357,6584,5989,7860,8456,9035,7289
PF3D7_1413700,113,92,128,86,75,99,14225,16436,21386,818,791,633
PF3D7_1103000,5,4,5,0,0,1,5,7,7,2,5,3
PF3D7_1020400,419,283,338,378,407,430,231,246,324,608,572,590
PF3D7_0523400,743,632,717,492,443,521,5522,4947,7103,3544,3288,2813
PF3D7_0619300,69,46,68,30,34,45,745,911,981,2701,2768,2109
PF3D7_0631700,0,0,0,0,0,0,1,0,2,1,2,1
PF3D7_0631800,2,2,4,0,0,0,0,0,0,0,0,0
PF3D7_0812000,50,12,30,49,43,36,41,60,73,244,282,222
PF3D7_0313300,44,34,36,20,29,29,116,145,168,466,467,469
PF3D7_1368600,414,408,371,218,256,256,114,97,116,535,481,470
PF3D7_1309600,153,109,116,144,130,181,89,112,112,414,350,390
PF3D7_0304200,210,104,178,243,221,234,2696,2644,3560,2375,2584,2224
PF3D7_0310600,815,520,666,478,531,416,487,749,894,1275,1237,1220
PF3D7_0316400,85,70,75,23,35,49,835,939,900,2483,2315,2456
PF3D7_1129100,13358,10251,12860,10115,9303,10980,22399,24402,36021,31483,34356,28240
PF3D7_0221500,19,8,23,3,3,3,0,0,1,0,0,0
PF3D7_0615500,13,5,12,24,10,21,2905,2952,3546,6116,5996,5351
PF3D7_0821900,24,27,48,15,14,20,217,181,241,887,895,746
PF3D7_1406900,5,8,23,4,9,3,460,860,547,1804,1862,2794
PF3D7_0812400,2579,1717,2237,1896,1798,2415,4088,3748,5094,15811,15522,14072
PF3D7_1120000,5826,4462,5080,5412,5648,5978,3389,3932,5162,9256,9089,8082
PF3D7_1226700,1058,799,946,1000,1047,1082,528,630,826,1339,1288,1232
PF3D7_1303500,887,573,729,1150,1214,1155,24484,25009,29570,43141,49172,43693
PF3D7_0608900,15,5,24,15,10,21,544,602,666,918,873,930
PF3D7_0610400,365,430,424,536,501,677,11217,10090,13384,29724,34415,28711
PF3D7_1474800,1230,923,1163,871,816,1294,2043,2125,2490,6520,6603,6654
PF3D7_0916500,83,72,87,46,65,36,1026,1019,1285,2189,2224,1953
PF3D7_0818700,1363,751,1117,1410,1379,1509,1949,2237,2607,4602,4865,4339
PF3D7_1418200,48,24,37,19,19,11,132,191,199,422,438,331
PF3D7_1201100,2367,1756,2207,871,775,907,110,117,173,193,215,106
PF3D7_1307900,4,2,3,20,7,12,1515,2427,2490,3256,3705,3543
PF3D7_0918500,71,67,99,64,37,59,1178,1394,1284,4514,4132,5168
PF3D7_1008100,3270,1930,2704,2702,2472,2728,14683,16445,20119,19842,22269,19031
PF3D7_1002800,8,11,20,18,11,13,294,441,521,1557,1605,1369
PF3D7_0317600,34437,30021,33753,21040,19584,23560,2955,3154,4277,6942,7839,7500
PF3D7_1203000,119,91,123,97,112,110,2619,2792,3435,7066,6850,5852
PF3D7_0322300,145,124,135,114,98,87,1182,1483,1767,2538,2693,2261
PF3D7_1108900,168,142,164,100,110,104,50,48,56,226,213,175
PF3D7_1329400,941,728,789,992,909,1085,418,390,501,1982,2043,1756
PF3D7_1301200,0,0,0,0,0,0,1,0,0,0,0,0
PF3D7_1105500,9,11,12,13,8,17,616,695,831,1840,1793,1632
PF3D7_1355400,5,3,5,6,4,3,2,0,1,1,1,2
PF3D7_1136100,2,0,4,2,1,1,17,13,20,102,100,92
PF3D7_1325900,11,1,8,14,8,9,3653,3855,4579,7808,7961,6432
PF3D7_1104700,1469,1304,1310,821,763,933,468,388,487,1816,1588,1657
PF3D7_1004100,56,33,43,52,61,54,37,47,54,304,236,222
PF3D7_1369900,0,1,3,1,0,0,2,0,0,2,0,2
PF3D7_1211500,187,124,151,182,193,208,164,243,277,901,884,710
PF3D7_1446900,1556,1082,1387,1360,1317,1340,1089,1374,1503,3172,3217,2789
PF3D7_1354800,97,51,72,89,129,106,454,492,616,1330,1336,1032
PF3D7_1322200,151,99,145,127,90,131,5174,5347,5873,9351,9475,8756
PF3D7_0216700,319,258,333,153,162,157,31150,32157,41123,4342,4071,3662
PF3D7_1239400,1,0,0,0,4,2,19,25,20,129,110,112
PF3D7_0818100,56,45,39,6,5,7,16800,16647,25597,191,188,198
PF3D7_0105100,0,4,0,1,3,1,139,153,179,549,554,485
PF3D7_1240400,673,450,631,1682,1532,1636,250,238,358,2486,2463,1621
PF3D7_1339800,13,5,11,2,1,7,53,69,91,200,193,180
PF3D7_1315800,221,141,220,166,170,165,400,556,555,1055,1010,957
PF3D7_API05900,0,0,0,0,0,0,8,4,4,13,5,13
PF3D7_1318900,9,3,8,9,5,8,83,126,119,130,101,76
PF3D7_0727700,39,27,41,22,24,24,111,181,195,468,428,331
PF3D7_0109200,95,64,105,46,50,67,239,260,309,849,912,762
PF3D7_0504900,8,5,10,9,12,14,909,799,1081,1961,1844,1542
PF3D7_0917700,40,41,45,41,34,44,14,21,18,54,71,50
PF3D7_1209100,21,23,11,11,11,5,39,50,72,183,204,164
PF3D7_1202400,75,61,65,58,46,69,1283,1280,1403,2201,2092,1830
PF3D7_1470700,486,371,520,264,321,227,272,300,348,1053,1063,912
PF3D7_0818200,34542,27821,32363,31642,28583,34395,39384,41882,50613,60303,61723,62955
PF3D7_0302100,6155,4273,5394,5125,4471,5684,1494,1645,2193,7469,7323,5602
PF3D7_1035200,1080,1281,1065,2471,2323,2584,748564,696569,811479,834334,1008570,896041
PF3D7_0631000,21,11,19,14,27,23,1095,1374,1438,2233,2373,2057
PF3D7_0511100,19,19,15,23,15,14,20,37,35,89,91,126
PF3D7_0627700,2492,1572,2117,2852,2736,2856,5000,6189,8137,13971,14185,12478
PF3D7_1474700,86,44,76,48,34,39,60,89,72,260,297,311
PF3D7_1012100,116,69,83,38,29,41,2391,2407,2774,2975,3261,3170
PF3D7_0831400,1049,765,1195,399,337,477,296,321,380,229,286,264
PF3D7_0530600,420,279,380,289,251,292,244,315,384,1109,1106,882
PF3D7_1402800,985,678,853,723,621,734,2143,1992,3476,3186,3064,2308
PF3D7_0409200,1010,698,943,844,858,1015,3970,3990,5433,3218,3299,2833
PF3D7_0906000,131,108,139,47,50,58,455,538,551,1209,1206,1095
PF3D7_1428000,9,1,6,4,17,3,52,102,85,105,97,116
PF3D7_1370500,52,31,48,40,55,41,1250,2380,1514,13485,12550,19186
PF3D7_1407400,186,119,153,147,124,141,568,548,667,1136,1043,970
PF3D7_0210800,145,91,117,221,276,201,267,471,656,885,912,846
PF3D7_1309900,1,1,2,1,1,3,28,22,32,157,149,139
PF3D7_0703500,14906,9332,12453,10214,9534,10324,9267,10045,13620,28818,31018,23660
PF3D7_0312600,0,3,0,3,1,1,1,0,1,0,1,1
PF3D7_1105700,2350,1594,1985,2734,2416,3053,1377,1589,1990,4145,4403,3742
PF3D7_0421000,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0703700,2390,1920,2174,1735,1616,1465,665,851,1220,721,788,709
PF3D7_1457900,450,281,335,346,356,294,4442,5220,6337,6081,6040,5083
PF3D7_0526700,67,65,77,42,48,54,735,809,896,2254,2096,2043
PF3D7_1447800,558,401,517,488,486,494,573,662,633,2142,2047,1921
PF3D7_1343000,10691,6902,9016,27062,25725,32530,50244,59183,65704,72285,82138,77709
PF3D7_0417800,611,404,525,345,278,380,1173,1197,1503,3415,3716,2796
PF3D7_0923400,1009,794,981,786,902,770,1033,1165,1384,4312,4293,3537
PF3D7_API03500,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1329900,19,7,15,5,7,8,34,53,47,159,145,128
PF3D7_0603600,46,27,35,39,43,45,617,539,659,3363,3241,2856
PF3D7_0200100,0,2,0,0,0,0,1082,924,1258,1566,1662,1250
PF3D7_0916800,81,55,69,49,45,26,216,275,306,642,536,570
PF3D7_0925800,624,385,559,440,416,366,942,945,1085,2813,2802,2384
PF3D7_1416700,7,15,12,9,23,10,88,69,72,300,284,237
PF3D7_1113400,4508,3362,3952,3085,2773,3589,10337,10829,14566,7660,7845,7120
PF3D7_1330400,304,169,181,378,360,270,3977,4232,5112,8034,8792,7582
PF3D7_1409600,134,77,83,79,84,87,358,429,595,495,500,424
PF3D7_1353000,1432,938,1158,1099,1186,1182,21831,20182,25708,12043,12824,11110
PF3D7_0613900,191,189,176,34,20,35,83289,85702,105838,3837,4749,3979
PF3D7_1039700,24,16,24,2,3,3,0,0,0,1,0,0
PF3D7_0901200,0,0,0,1,0,0,0,0,0,3,0,0
PF3D7_0522500,14,13,21,9,9,10,570,474,597,1095,1167,990
PF3D7_1413100,0,0,0,0,0,0,5,7,10,54,67,41
PF3D7_1232900,102,92,110,64,59,69,208,245,300,592,571,467
PF3D7_1325200,10,7,12,17,7,16,140,107,141,758,777,528
PF3D7_0709200,53,50,76,72,62,62,190,202,247,550,544,468
PF3D7_1367200,0,0,1,2,1,1,24,18,29,170,139,109
PF3D7_0730200,154,103,160,213,226,222,246,305,360,864,773,740
PF3D7_1417400,12,3,16,40,40,47,10726,11940,13602,16270,18975,15695
PF3D7_1443700,8,21,14,8,10,12,886,872,891,1339,1501,1435
PF3D7_0823200,16086,12536,14107,13961,12202,13964,4472,4360,6451,9926,11004,9099
PF3D7_0113700,3096,2243,2782,4286,4051,4759,801,997,1396,3430,3644,2873
PF3D7_1415200,381,292,344,289,291,439,310,317,464,375,358,270
PF3D7_1323800,256,150,225,291,330,233,589,807,848,1522,1509,1310
PF3D7_0802600,87,65,79,112,111,106,29026,29144,35108,21513,26128,20686
PF3D7_1014600,6348,4164,5475,5220,5099,6516,40723,37079,49460,52801,60181,44413
PF3D7_1441500,199,107,181,167,197,147,996,952,1116,1860,1906,1684
PF3D7_0700400,6,6,7,3,1,0,0,0,0,0,2,1
PF3D7_1036700,74,84,87,55,66,58,132,172,199,597,435,515
PF3D7_1309400,359,303,308,321,278,410,2593,2540,3134,3927,4099,3586
PF3D7_0916300,7,1,3,1,2,3,323,446,503,441,507,492
PF3D7_1216700,9,6,2,6,4,4,46,41,60,321,288,248
PF3D7_1439300,627,356,598,481,479,543,2367,2832,3609,2732,2710,2379
PF3D7_1230300,9,2,11,7,2,7,599,545,613,1534,1770,1561
PF3D7_1315700,514,296,403,302,313,327,515,561,709,1309,1272,1146
PF3D7_1432900,120,88,110,85,63,96,682,825,840,1118,1320,1165
PF3D7_1450400,1533,817,1153,1122,1216,1223,4719,4623,5541,5974,6137,5478
PF3D7_1339300,3553,2385,2954,2620,2503,2995,6042,5084,6964,4394,4276,3807
PF3D7_1468900,705,435,619,451,487,389,258,245,291,1263,1120,1007
PF3D7_0605100,2691,1734,2383,1913,1650,1818,3392,4668,4150,4000,4601,5857
PF3D7_1363200,122,72,115,104,132,84,128,147,177,482,469,385
PF3D7_0629800,604,358,473,725,811,696,1092,1502,1752,3638,3666,3101
PF3D7_0813000,548,327,441,564,671,565,4409,5938,7543,5646,6256,5620
PF3D7_1334400,0,0,0,1,0,0,34,45,60,174,146,122
PF3D7_0823500,16,11,12,21,7,15,273,205,271,1441,1351,1028
PF3D7_0401400,23,16,21,5,6,2,2,0,0,5,4,4
PF3D7_0425800,2103,1604,1942,2931,2766,2833,6,8,5,31,31,22
PF3D7_1020900,4818,3689,4203,3484,3135,3630,8032,7176,8972,14063,15518,13230
PF3D7_1034900,1160,860,1075,2423,2339,2802,5165,5867,7207,11407,11207,11243
PF3D7_1340200,22,7,8,4,7,8,0,0,0,0,0,0
PF3D7_0421500,46,55,59,7,9,9,0,0,0,9,6,6
PF3D7_1254500,1,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0202600,351,239,291,152,162,180,1558,1465,1620,2572,2802,2328
PF3D7_0919500,0,0,0,1,0,0,80,84,91,113,98,136
PF3D7_0913500,116,82,90,52,45,37,331,387,498,806,806,705
PF3D7_0631200,130,83,125,56,76,57,0,1,0,4,6,3
PF3D7_0531000,111,72,77,91,107,68,381,634,676,1505,1507,1347
PF3D7_1326900,194,137,150,173,156,137,257,363,386,376,333,309
PF3D7_1110400,27327,19931,23384,21766,18425,21571,11116,12925,17243,25000,27041,21961
PF3D7_0420300,2502,1519,2045,1653,1470,1770,37554,35605,47476,26905,30868,23646
PF3D7_1465300,516,258,390,342,415,313,214,360,442,1234,1182,1037
PF3D7_0319100,563,497,586,405,384,577,954,909,1054,1757,1852,1693
PF3D7_0400800,7,0,1,1,3,3,0,0,0,0,1,0
PF3D7_1417900,22,14,7,12,13,11,394,414,524,1776,1845,1638
PF3D7_1317400,728,601,664,324,338,361,298,261,334,1166,1091,963
PF3D7_0716600,24,6,24,6,4,4,92,95,158,517,527,435
PF3D7_0703200,352,206,291,219,159,165,3461,3900,4248,6091,6427,5463
PF3D7_1118300,5258,3537,4333,6915,6494,6766,5020,6465,9020,11642,12161,10478
PF3D7_0922900,4,5,2,8,20,16,169,135,167,1974,1899,1721
PF3D7_0406600,5,3,1,0,0,2,7,7,8,50,34,49
PF3D7_1246700,51,34,52,29,40,18,251,291,336,1125,1097,1039
PF3D7_1123600,763,520,656,821,802,830,516,676,852,2010,1981,1573
PF3D7_1349800,431,339,405,494,496,442,74,145,161,289,319,276
PF3D7_1306400,2868,1887,2486,1715,1835,2168,15614,13927,16966,21697,23886,21320
PF3D7_0402900,10,8,7,21,27,19,122,235,180,137,120,130
PF3D7_1437900,12354,8672,10941,9724,8939,11693,5378,5927,8206,15423,15986,14230
PF3D7_0206500,1113,812,926,1274,1234,1205,2436,2911,4127,3349,3659,3177
PF3D7_1328300,648,465,619,469,473,499,15643,14649,17922,14476,15822,15700
PF3D7_0926400,73,33,55,64,47,53,347,535,548,897,927,882
PF3D7_1229800,26,24,15,20,19,41,20578,18648,23018,12426,14168,12570
PF3D7_0910200,549,338,414,638,628,739,10484,9378,12450,14530,15631,12080
PF3D7_0608500,2321,1777,2134,1492,1364,1720,4248,4302,4843,9370,9325,9497
PF3D7_1006300,2,4,0,5,0,0,5,5,7,51,50,48
PF3D7_0722700,327,271,339,257,181,253,1071,925,1293,1462,1807,1451
PF3D7_0407700,96,58,84,60,75,69,27648,24681,31053,29008,33996,28062
PF3D7_0931200,76,53,54,74,60,54,20,29,33,69,62,64
PF3D7_1447900,1317,1007,1278,524,600,539,1352,1249,1404,1768,1753,1565
PF3D7_0703000,89,45,79,53,73,59,137,175,192,432,377,355
PF3D7_0704600,9906,6079,8062,9331,8454,10521,28606,26209,33488,69243,75405,64857
PF3D7_1316500,1484,939,1235,1302,1089,1224,822,893,1205,2747,2704,2195
PF3D7_0501200,17020,15169,18379,7788,7037,8575,1125,1157,1433,3149,2957,2903
PF3D7_0901400,489,419,482,92,70,113,1,0,1,1,3,1
PF3D7_1325700,9,6,10,5,5,3,84,118,128,354,334,337
PF3D7_1348800,4,0,1,0,0,2,130,145,166,360,315,272
PF3D7_1407000,16,5,21,9,7,7,246,608,297,530,708,1109
PF3D7_1111000,407,235,360,239,320,238,126,222,222,309,341,295
PF3D7_1236400,997,755,855,1002,1055,924,544,916,951,1221,1275,1160
PF3D7_1129700,42,27,35,19,29,31,98,155,162,281,281,270
PF3D7_1249900,967,701,848,633,635,691,759,976,1156,2538,2411,2084
PF3D7_0931800,626,410,622,585,611,458,4459,4972,5666,8457,8594,8229
PF3D7_1438900,10155,7794,8565,8676,8219,8272,1934,1967,2450,7289,7580,6786
PF3D7_0831600,15,11,14,32,29,25,15302,16466,19114,17384,21258,17787
PF3D7_0807100,1140,717,931,812,781,838,445,424,622,1589,1488,1349
PF3D7_0419400,8,6,11,6,7,9,3179,3675,3662,2915,3039,3067
PF3D7_0222700,27,28,26,2,4,4,0,0,0,0,1,0
PF3D7_1474000,12,2,4,122,188,178,2391,1925,2619,21048,22244,17762
PF3D7_0531400,377,272,304,177,199,199,108,157,200,1333,1539,1341
PF3D7_0713500,206,132,170,145,174,144,362,487,515,609,606,507
PF3D7_0612100,2104,1234,1648,1441,1560,1292,954,1371,1663,2958,2947,2575
PF3D7_1245500,7,6,7,4,2,2,1312,1220,1454,2905,2780,2818
PF3D7_1206600,4831,3241,4102,3760,3540,3877,1040,1335,1749,3101,3116,2724
PF3D7_0518800,1,1,1,0,1,2,5,4,14,52,43,44
PF3D7_0902000,134,51,99,115,83,78,234,452,453,182,189,174
PF3D7_0105400,4,4,4,9,4,11,3491,3970,4650,4348,5214,4652
PF3D7_1103600,228,158,154,85,113,127,185,182,226,646,632,507
PF3D7_1341400,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0531100,23,19,14,25,18,14,3252,4352,4907,4505,4928,4184
PF3D7_1440600,12,8,10,9,11,9,175,144,191,832,764,637
PF3D7_0726800,10,5,19,3,5,4,21,22,42,142,132,111
PF3D7_0319400,17,24,19,28,23,29,2743,2731,3494,5857,6271,4635
PF3D7_0632100,3,0,2,0,0,0,1,1,0,20,14,11
PF3D7_1107900,101,60,90,85,106,106,677,886,1052,2349,2139,1749
PF3D7_0216300,417,292,378,300,330,310,175,182,203,797,748,633
PF3D7_0107800,297,228,322,147,130,133,762,941,1060,2609,2575,2422
PF3D7_1300700,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0100900,115,108,119,20,19,20,0,1,0,0,0,3
PF3D7_0221600,0,0,0,0,0,0,0,0,0,0,1,0
PF3D7_0805500,218,125,210,209,234,209,693,958,1245,1351,1314,1074
PF3D7_1127200,0,0,0,0,0,0,4,2,3,9,17,14
PF3D7_1410100,38,21,35,48,48,40,89,94,128,397,409,292
PF3D7_1308300,11686,8573,11266,7153,6938,8183,1478,1604,2048,3450,3344,3667
PF3D7_0727000,535,365,485,385,345,398,1363,1284,1615,3637,3655,3075
PF3D7_0829500,5,0,0,5,5,6,152,195,233,656,646,494
PF3D7_0807900,2799,1630,2231,1882,1722,2226,4394,3993,5184,7092,7926,6430
PF3D7_1437000,1127,757,950,1069,1136,1303,2306,2494,2858,5920,6539,6186
PF3D7_1348000,2,2,3,3,4,2,637,617,695,929,954,775
PF3D7_1447500,17,9,24,14,10,10,180,166,283,170,188,141
PF3D7_API01100,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0317400,31,23,29,13,21,13,212,176,228,313,311,313
PF3D7_1405700,90,75,91,50,58,49,1717,1699,1960,1056,1124,1185
PF3D7_1450800,7,12,17,6,8,3,135,123,123,444,485,452
PF3D7_0905800,440,295,375,317,278,267,491,492,710,533,524,448
PF3D7_1115600,1123,770,861,758,774,1065,6496,5677,7398,8710,9246,7912
PF3D7_1108300,54,26,45,36,30,30,58,93,117,208,281,211
PF3D7_0714800,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0402500,30,32,32,10,10,16,2,0,0,2,3,1
PF3D7_1230000,673,519,660,452,534,558,1104,1376,1472,3774,3459,3273
PF3D7_1203400,58,35,69,27,23,36,3496,3220,3947,4061,4193,3875
PF3D7_0928200,637,364,537,419,438,396,345,379,502,1260,1136,1134
PF3D7_1231700,45,21,25,74,98,96,58,50,66,227,215,208
PF3D7_0112700,28,37,41,35,43,71,989,1310,727,1381,1786,2894
PF3D7_0628600,302,174,264,192,237,201,504,514,514,1709,1487,1536
PF3D7_1471300,18,20,26,8,10,8,822,849,926,1453,1390,1259
PF3D7_1358100,5106,4210,4383,4150,3590,4064,2644,3187,4234,4343,4427,3566
